filepath,s_fid,label,damage_val,centroid_lon,centroid_lat,polygon_wkt,window_col_off,window_row_off,window_width,window_height,municipality,gsi_fire,gsi_tsunami,gsi_slope_failure,usgs_mmi,conf
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000000.png,20230303-49281-13461-s-7542,survived,0,136.894367202042,37.39386978810862,"MULTIPOLYGON (((136.894393583 37.39391975, 136.894405278 37.393824889, 136.894340806 37.393819833, 136.894329139 37.393914694, 136.894393583 37.39391975)))",94.05899581524022,1331.4576482254743,35.16734884820471,35.16734884820471,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000001.png,20230303-49281-13461-s-7544,survived,0,136.89426753317315,37.39387308538993,"MULTIPOLYGON (((136.894223056 37.393829806, 136.894217972 37.393908, 136.894316583 37.393910611, 136.894322167 37.393846944, 136.894275889 37.393845389, 136.894276639 37.393831639, 136.894223056 37.393829806)))",77.94227791627559,1333.3511059384414,31.184740538061078,31.184740538061078,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000002.png,20230303-49281-13461-s-7563,survived,0,136.89451642820504,37.39395926694511,"MULTIPOLYGON (((136.894493111 37.393900889, 136.894480056 37.394013389, 136.894539917 37.394017444, 136.894552694 37.393905194, 136.894493111 37.393900889)))",118.9376448269634,1307.5583613783206,41.02335283306934,41.02335283306934,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000003.png,20230303-49281-13461-s-7565,survived,0,136.89458203653953,37.39395868479173,"MULTIPOLYGON (((136.894564611 37.393906639, 136.894551972 37.394014139, 136.894594361 37.394015472, 136.894597 37.393961833, 136.894612889 37.393961889, 136.894614278 37.393910222, 136.894564611 37.393906639)))",132.73968595376778,1308.4740586007042,38.30547431354057,38.30547431354057,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000004.png,20230303-49281-13461-s-7567,survived,0,136.89426286050514,37.3939489023093,"MULTIPOLYGON (((136.894214667 37.393917778, 136.894214889 37.393940167, 136.894245667 37.393941444, 136.894244917 37.393980778, 136.894300639 37.393982139, 136.894302417 37.393944917, 136.894281194 37.393944389, 136.894281889 37.393919583, 136.894214667 37.393917778)))",78.68731615417931,1317.5321871328838,25.396900560980384,25.396900560980384,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000005.png,20230303-49281-13461-s-7575,survived,0,136.89466726085755,37.39399425689465,"MULTIPOLYGON (((136.894631417 37.39395125, 136.89463375 37.393983444, 136.894619083 37.393984389, 136.894624528 37.394033389, 136.894715694 37.394029306, 136.894709583 37.393965083, 136.894690028 37.393966028, 136.894688861 37.393950417, 136.894631417 37.39395125)))",152.19855578211906,1304.9869005588007,30.8034444490811,30.8034444490811,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000006.png,20230303-49281-13461-s-7585,survived,0,136.89405461813408,37.39402115542286,"MULTIPOLYGON (((136.894017861 37.394062278, 136.894115917 37.394036528, 136.894096639 37.393983056, 136.894029806 37.39399875, 136.89402625 37.393991583, 136.893994389 37.393998861, 136.894017861 37.394062278)))",36.48046293788486,1296.1791966773717,33.981691768434324,33.981691768434324,石川県、輪島市、平成町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000007.png,20230303-49281-13461-s-7599,survived,0,136.8939390077744,37.39405978120919,"MULTIPOLYGON (((136.893963083 37.394074583, 136.893951278 37.394037583, 136.893914917 37.394045, 136.89392675 37.394081972, 136.893963083 37.394074583)))",23.785556954665015,1296.4290324924818,16.066526619878687,16.066526619878687,石川県、輪島市、平成町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000008.png,20230303-49281-13461-s-7607,destroyed,1,136.89467287193943,37.39411109942331,"MULTIPOLYGON (((136.894734667 37.39414225, 136.894730528 37.394078806, 136.894670528 37.394081278, 136.894669861 37.394071194, 136.894615556 37.394073417, 136.894620528 37.394149722, 136.894734667 37.39414225)))",152.38702475759717,1275.9175086094676,33.30584958394371,33.30584958394371,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000009.png,20230303-49281-13461-s-7632,survived,0,136.89464586766056,37.39419026244659,"MULTIPOLYGON (((136.894593556 37.394222278, 136.894701139 37.394218944, 136.894698194 37.39415825, 136.894590583 37.394161583, 136.894593556 37.394222278)))",148.13041204346553,1258.3876054572559,30.91369820170931,30.91369820170931,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000010.png,20230303-49281-13461-s-7636,survived,0,136.89452217120422,37.39420051491853,"MULTIPOLYGON (((136.894475306 37.394232833, 136.894574083 37.394221583, 136.894567778 37.394168861, 136.8944725 37.394178, 136.894475306 37.394232833)))",126.53631751802233,1257.1588870105077,28.40466555489435,28.40466555489435,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000012.png,20230303-49281-13461-s-7699,survived,0,136.89448551760444,37.39445757801203,"MULTIPOLYGON (((136.894454972 37.394478972, 136.89452075 37.39447375, 136.894516056 37.394436194, 136.894450306 37.394441389, 136.894454972 37.394478972)))",123.85023863580493,1201.2709378197067,19.697570064332737,19.697570064332737,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000013.png,20230303-49281-13461-s-7629,survived,0,136.89436701552347,37.39420255317639,"MULTIPOLYGON (((136.894292639 37.394232417, 136.894335028 37.394229833, 136.89434 37.39425825, 136.894384944 37.394254306, 136.894384972 37.394242806, 136.894446028 37.394237528, 136.894435306 37.394154944, 136.894278444 37.394169472, 136.894292639 37.394232417)))",87.28578767246671,1246.5820768600672,46.8598827679952,46.8598827679952,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000014.png,20230303-49281-13461-s-7547,survived,0,136.8940957640634,37.39387852773997,"MULTIPOLYGON (((136.894130917 37.393919167, 136.89412525 37.393835111, 136.894060611 37.393837889, 136.894066278 37.393921944, 136.894130917 37.393919167)))",45.76063258357097,1331.710359540665,30.562230677593107,30.562230677593107,石川県、輪島市、平成町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000015.png,20230303-49281-13461-s-7660,survived,0,136.8945310420773,37.394302571296485,"MULTIPOLYGON (((136.894484639 37.394334194, 136.894555611 37.394329, 136.894554028 37.394315167, 136.894608583 37.394311167, 136.894606 37.394288667, 136.894549722 37.394292806, 136.894547222 37.394271139, 136.894477444 37.39427625, 136.894484639 37.394334194)))",126.08053648206923,1229.1353497494258,36.669122155507395,36.669122155507395,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000016.png,20230303-49281-13461-s-7627,survived,0,136.89413147579643,37.39418763115603,"MULTIPOLYGON (((136.894083083 37.394236722, 136.894207944 37.394204222, 136.894181139 37.394135972, 136.894146417 37.394143889, 136.894151833 37.394161389, 136.894100694 37.394173667, 136.894089833 37.394148861, 136.894056056 37.394156083, 136.894083083 37.394236722)))",46.561146381166246,1253.5280725832522,42.47096305953132,42.47096305953132,石川県、輪島市、平成町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000017.png,20230303-49281-13461-s-7548,survived,0,136.8944486892645,37.3938792476797,"MULTIPOLYGON (((136.894469694 37.393921083, 136.894475639 37.393838917, 136.894431917 37.393835167, 136.894418167 37.393917389, 136.894469694 37.393921083)))",111.37906269786107,1331.9661798842967,30.2394782061574,30.2394782061574,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000018.png,20230303-49281-13461-s-7569,survived,0,136.89434479176018,37.39395954140896,"MULTIPOLYGON (((136.894371861 37.393993222, 136.894376556 37.393928611, 136.894317722 37.393925861, 136.894313028 37.393990472, 136.894371861 37.393993222)))",95.60955370508074,1316.1276683280257,23.708756124130105,23.708756124130105,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000019.png,20230303-49281-13461-s-7718,survived,0,136.89445404199998,37.3945188195,"MULTIPOLYGON (((136.894477778 37.394549806, 136.894473528 37.394486, 136.894430306 37.394487833, 136.894434556 37.394551639, 136.894477778 37.394549806)))",116.27827219312195,1185.1996253971092,23.10267132895251,23.10267132895251,石川県、輪島市、鳳至町稲荷西二,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000022.png,20230303-49281-13461-s-7446,survived,0,136.8938280582971,37.39349874914839,"MULTIPOLYGON (((136.893793806 37.393450444, 136.893787389 37.393544722, 136.893860694 37.39355075, 136.893868528 37.393449417, 136.893793806 37.393450444)))",-6.713681708826469,1417.9581268456295,35.66573216727147,35.66573216727147,石川県、輪島市、釜屋谷町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000023.png,20230303-49281-13461-s-7373,survived,0,136.89388044626273,37.39322067250287,"MULTIPOLYGON (((136.893920028 37.393257611, 136.893902361 37.393175333, 136.893840889 37.393183722, 136.8938585 37.393266, 136.893920028 37.393257611)))",4.950060273668841,1485.3986112510831,31.91166686191491,31.91166686191491,石川県、輪島市、釜屋谷町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000024.png,20230303-49281-13461-s-7497,survived,0,136.8938769288672,37.39366113284848,"MULTIPOLYGON (((136.893830333 37.393678806, 136.893922222 37.393680833, 136.8939235 37.393643444, 136.893831639 37.393641444, 136.893830333 37.393678806)))",7.219926357269287,1384.974753623221,26.05138138665093,26.05138138665093,石川県、輪島市、釜屋谷町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000025.png,20230303-49281-13461-s-7403,survived,0,136.89387671774455,37.39332959240648,"MULTIPOLYGON (((136.8938315 37.39335875, 136.893911417 37.393363694, 136.893923583 37.393302333, 136.893841444 37.393294389, 136.8938315 37.39335875)))",6.829458034003609,1462.392261180173,27.065334921482872,27.065334921482872,石川県、輪島市、釜屋谷町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000026.png,20230303-49281-13461-s-7450,survived,0,136.893902527465,37.39353873623889,"MULTIPOLYGON (((136.893932083 37.3936185, 136.893940111 37.393461167, 136.893872972 37.393458972, 136.893864944 37.393616306, 136.893932083 37.3936185)))",-3.054332227344416,1398.6472398022152,56.14837142130091,56.14837142130091,石川県、輪島市、釜屋谷町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000027.png,20230303-49281-13461-s-7370,survived,0,136.8939649124294,37.393219589951514,"MULTIPOLYGON (((136.893925972 37.393180917, 136.893948361 37.393268417, 136.894002194 37.393259, 136.893983806 37.393171944, 136.893925972 37.393180917)))",19.5170407403112,1484.4908919167449,33.95517925118065,33.95517925118065,石川県、輪島市、釜屋谷町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000028.png,20230303-49281-13461-s-7405,survived,0,136.8939739722608,37.39332488894441,"MULTIPOLYGON (((136.893935389 37.393347667, 136.894008583 37.393351417, 136.894012556 37.393302111, 136.893939361 37.393298361, 136.893935389 37.393347667)))",27.54943822754754,1466.1105582412815,21.577457115385272,21.577457115385272,石川県、輪島市、釜屋谷町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000029.png,manual,survived,0,136.8940138803874,37.39349034267562,"MULTIPOLYGON (((136.89411708194234 37.39349684722898, 136.8939923640177 37.39349567064478, 136.89398530451254 37.393581561291, 136.8939441240657 37.393576854954226, 136.89394883040248 37.39344272435602, 136.8941264946159 37.393449783861186, 136.89411708194234 37.39349684722898)))",22.78554604917719,1405.974711488883,53.97327318052544,53.97327318052544,石川県、輪島市、釜屋谷町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000030.png,20230303-49281-13461-s-7488,survived,0,136.893975514,37.3936054305,"MULTIPOLYGON (((136.894009778 37.39362775, 136.894011417 37.393584833, 136.89394125 37.393583111, 136.893939611 37.393626028, 136.894009778 37.39362775)))",28.586316776275638,1401.0327717174262,20.0784128718906,20.0784128718906,石川県、輪島市、釜屋谷町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000031.png,20230303-49281-13461-s-7402,survived,0,136.89407990238197,37.393340374079195,"MULTIPOLYGON (((136.894036917 37.393364583, 136.894071361 37.393365972, 136.894071222 37.393400833, 136.8941115 37.393401111, 136.894117111 37.393295028, 136.894040917 37.393290694, 136.894036917 37.393364583)))",38.11500066075332,1452.5371064992416,38.8629878583165,38.8629878583165,石川県、輪島市、釜屋谷町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000033.png,20230303-49281-13461-s-7377,survived,0,136.8941674249112,37.393223794573224,"MULTIPOLYGON (((136.894134583 37.393196833, 136.894156444 37.393260361, 136.894200278 37.39325075, 136.894178389 37.393187222, 136.894134583 37.393196833)))",61.53014507900446,1487.7499762347245,25.74241347688894,25.74241347688894,石川県、輪島市、鳳至町稲荷西一,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000034.png,20230303-49281-13461-s-8966,survived,0,136.89417898933567,37.39358646507679,"MULTIPOLYGON (((136.894152583 37.393605639, 136.894207139 37.393604, 136.894205389 37.393567278, 136.894150833 37.393568944, 136.894152583 37.393605639)))",68.68330377472772,1407.651489944875,15.744298738903467,15.744298738903467,石川県、輪島市、鳳至町稲荷西一,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000035.png,20230303-49281-13461-s-7376,survived,0,136.89405356444755,37.39321818708769,"MULTIPOLYGON (((136.894019417 37.3932495, 136.894084389 37.393251444, 136.894092611 37.393187, 136.894016556 37.393188056, 136.894019417 37.3932495)))",41.342997985569056,1489.6712392327174,24.044296682899358,24.044296682899358,石川県、輪島市、釜屋谷町,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000037.png,20230303-49281-13461-s-7367,survived,0,136.89428952671935,37.39317539710085,"MULTIPOLYGON (((136.894302389 37.393185333, 136.894293472 37.393161472, 136.894276667 37.393165444, 136.894285583 37.393189333, 136.894302389 37.393185333)))",92.25891842072447,1507.072302159858,9.806114137995792,9.806114137995792,石川県、輪島市、鳳至町稲荷西一,0,0,0,8.4,multi
C:\Users\admin\Documents\GitHub\SensingRisk\sitelens\data\noto_crops\all\bldg_000038.png,20230303-49281-13461-s-7350,survived,0,136.89436020653272,37.393165668706246,"MULTIPOLYGON (((136.8942995 37.393155444, 136.894320056 37.393207139, 136.894419806 37.393178444, 136.894399278 37.393122611, 136.8942995 37.393155444)))",93.25997700179087,1497.471325318697,33.948491906766094,33.948491906766094,石川県、輪島市、鳳至町稲荷西一,0,0,0,8.4,multi
